word,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
beast,0.562,0,0,0.734,0,0,0,0
torpedo,0.562,0,0,0,0,0,0,0
malign,0.562,0,0.492,0,0,0,0,0
traitor,0.562,0,0.602,0.656,0,0.588,0,0
frightful,0.562,0,0,0.812,0,0.672,0,0
wrangling,0.562,0,0.273,0.531,0,0.359,0,0
slander,0.562,0,0.609,0,0,0,0,0
bellows,0.562,0,0,0,0,0,0,0
retards,0.562,0,0,0,0,0,0,0
grouchy,0.562,0,0,0,0,0,0,0
derogatory,0.562,0,0.641,0.453,0,0.609,0,0
bearish,0.562,0,0,0.344,0,0,0,0
invade,0.562,0,0,0.766,0,0.453,0.773,0
perdition,0.562,0,0.461,0.577,0,0.569,0,0
arghh,0.562,0,0,0,0,0,0,0
dreadful,0.562,0.508,0.586,0.750,0,0.797,0,0
bluddy,0.562,0,0,0,0,0,0,0
deceived,0.562,0,0,0,0,0,0,0
glare,0.562,0,0,0.430,0,0,0,0
taunt,0.562,0,0,0.375,0,0.359,0,0
dissension,0.561,0,0,0,0,0,0,0
cross,0.561,0,0,0.203,0,0.156,0,0
rave,0.561,0,0.203,0,0.706,0,0.508,0.352
grating,0.561,0,0.469,0,0,0,0,0
devastating,0.561,0,0.570,0.719,0,0.875,0,0.227
fits,0.561,0,0,0,0,0,0,0
jeopardize,0.561,0,0,0.547,0,0,0,0
shatter,0.561,0,0,0.672,0,0.609,0.609,0.172
idiots,0.561,0,0,0,0,0,0,0
hurt,0.561,0,0,0.688,0,0.688,0,0
thief,0.561,0,0.547,0.547,0,0.422,0.609,0
uncontrollable,0.561,0.516,0,0,0.203,0,0.711,0
conflagration,0.561,0,0,0.609,0,0,0,0
betrayal,0.561,0,0.617,0,0,0.734,0,0
banshee,0.561,0,0.469,0.641,0,0.391,0,0
subjugation,0.559,0,0.484,0.531,0,0.609,0,0
disturbed,0.559,0,0,0,0,0.500,0,0
stomped,0.557,0,0,0,0,0,0,0
grab,0.557,0,0,0,0,0,0,0
grievance,0.556,0,0.328,0,0,0.530,0,0
ticked,0.556,0,0,0,0,0,0,0
masochism,0.556,0,0.664,0.594,0,0,0,0
defiance,0.552,0,0.430,0.500,0,0,0,0
blackmail,0.550,0,0,0.612,0,0,0,0
offensive,0.549,0,0.578,0,0,0,0,0
decry,0.548,0,0,0,0,0,0,0
frustrates,0.547,0,0,0,0,0,0,0
violation,0.547,0,0,0.766,0,0.594,0.539,0
confine,0.547,0,0,0.562,0,0.406,0,0
misery,0.547,0,0.594,0.734,0,0.938,0,0
arghhhh,0.547,0,0,0,0,0,0,0
disparity,0.547,0,0.305,0,0,0.531,0,0
punishment,0.547,0,0.391,0.656,0,0,0,0
rebel,0.547,0,0,0.359,0,0,0,0
preposterous,0.547,0,0,0,0,0,0,0
disgraceful,0.547,0,0.625,0,0,0,0,0
ire,0.547,0,0,0,0,0,0,0
deceive,0.547,0,0.461,0,0,0.562,0,0
fustrated,0.547,0,0,0,0,0,0,0
sin,0.547,0,0.625,0.560,0,0.516,0,0
shrill,0.547,0,0,0.453,0,0,0.594,0
darkside,0.547,0,0,0,0,0,0,0
overbearing,0.547,0,0,0,0,0,0,0
firearms,0.547,0,0,0.600,0,0,0,0
stolen,0.546,0,0,0,0,0,0,0
hadenough,0.546,0,0,0,0,0,0,0
prejudice,0.545,0,0,0,0,0,0,0
tackle,0.545,0,0,0,0,0,0.602,0
resentful,0.545,0,0,0,0,0,0,0
heated,0.545,0,0,0,0,0,0,0
callous,0.545,0,0.430,0,0,0,0,0
conspirator,0.545,0.422,0.578,0.516,0,0,0,0
ruined,0.545,0,0.531,0.500,0,0.697,0,0
antagonist,0.545,0,0,0,0,0,0,0
skirmish,0.545,0,0,0,0,0,0,0
menace,0.545,0,0,0.672,0,0,0,0
annoyin,0.545,0,0,0,0,0,0,0
foul,0.545,0,0.734,0.250,0,0,0,0
argument,0.545,0,0,0,0,0,0,0
humiliate,0.545,0,0,0,0,0.703,0,0
wanker,0.545,0,0,0,0,0,0,0
adversary,0.545,0,0,0,0,0,0,0
sting,0.544,0,0,0.516,0,0,0,0
entangled,0.544,0,0.242,0.438,0,0.377,0,0
grumble,0.544,0,0.336,0,0,0,0,0
robbery,0.544,0,0.555,0.800,0,0.600,0,0
outcry,0.544,0,0,0.547,0,0,0.727,0
resistance,0.543,0,0,0,0,0,0,0.297
irreconcilable,0.543,0,0,0.438,0,0.594,0,0
obstructive,0.542,0,0,0,0,0,0,0
dismay,0.540,0.297,0,0.484,0,0.636,0.570,0
mob,0.538,0,0,0.577,0,0,0,0
juststop,0.537,0,0,0,0,0,0,0
badness,0.536,0,0.422,0.539,0,0,0,0
ridicule,0.534,0,0.555,0,0,0.518,0,0
incendiary,0.533,0,0,0.625,0,0,0.656,0
flares,0.532,0,0,0,0,0,0,0
twofaced,0.531,0,0,0,0,0,0,0
reckless,0.531,0,0,0.344,0,0,0,0
communism,0.531,0,0,0.547,0,0.250,0,0
allegation,0.531,0,0,0,0,0,0,0
prejudicial,0.531,0,0,0,0,0,0,0
whip,0.531,0,0,0,0,0,0,0
unbridled,0.531,0.500,0,0.271,0,0,0.547,0
degeneracy,0.531,0,0.734,0,0,0.578,0,0
intruder,0.531,0,0,0.828,0,0,0.703,0
belittle,0.531,0,0.508,0.344,0,0.672,0,0
confinement,0.531,0,0,0.507,0,0.439,0,0
dispute,0.531,0,0,0,0,0,0,0
exacerbation,0.531,0,0,0.516,0,0,0,0
uprising,0.531,0.680,0,0.545,0,0,0,0
unjust,0.530,0,0,0,0,0,0,0
unjustifiable,0.530,0,0.461,0.344,0,0,0,0
perversion,0.530,0,0.758,0,0,0.469,0,0
bigoted,0.530,0,0.633,0.281,0,0.574,0,0
fiesty,0.530,0,0,0,0,0,0,0
offender,0.530,0,0.484,0.698,0,0.594,0,0
dictatorial,0.530,0,0,0,0,0,0,0
hassle,0.530,0,0,0,0,0,0,0
dissonance,0.530,0,0,0,0,0,0,0
tackled,0.530,0,0,0,0,0,0,0
renegade,0.529,0,0,0,0,0,0,0
cantstandit,0.529,0,0,0,0,0,0,0
trespass,0.529,0,0,0,0,0,0,0
hot,0.529,0,0,0,0,0,0,0
prison,0.529,0,0,0.625,0,0.594,0,0
suicide,0.521,0,0,0.879,0,0.912,0,0
annoy,0.520,0,0.336,0,0,0,0,0
leavemealone,0.517,0,0,0,0,0,0,0
cretins,0.516,0,0,0,0,0,0,0
depravity,0.516,0,0.797,0,0,0,0,0
idiotic,0.516,0,0.422,0,0,0,0,0
dishonest,0.516,0,0.453,0,0,0.482,0,0
distrust,0.516,0,0.336,0.531,0,0,0,0
broil,0.516,0,0,0,0,0,0,0
grrr,0.516,0,0,0,0,0,0,0
criticize,0.516,0,0.312,0.469,0,0.469,0,0
inimical,0.516,0,0,0,0,0.531,0,0
tortious,0.516,0,0.516,0,0,0,0,0
prisoner,0.516,0,0.508,0.562,0,0.531,0,0
treason,0.516,0,0.688,0.656,0,0,0.539,0
divorce,0.516,0,0.383,0.484,0,0.623,0.398,0.133
venting,0.516,0,0,0,0,0,0,0
duress,0.516,0,0.500,0.641,0,0.625,0,0
disrespectful,0.516,0,0.484,0.343,0,0.500,0,0
poaching,0.515,0,0.602,0.484,0,0.594,0,0
scold,0.515,0,0.297,0.453,0,0.327,0,0
poachers,0.515,0,0,0,0,0,0,0
pow,0.515,0,0,0,0,0,0,0
hangry,0.515,0,0,0,0,0,0,0
argumentation,0.515,0,0,0,0,0,0,0
frustrating,0.515,0,0,0,0,0,0,0
unkind,0.515,0,0.406,0.312,0,0.547,0,0
roar,0.515,0,0,0,0,0,0,0
coercion,0.515,0,0.547,0.547,0,0.438,0,0
unforgiving,0.515,0,0,0,0,0.612,0,0
grump,0.515,0,0,0,0,0,0,0
bile,0.515,0,0.742,0,0,0,0,0
unleash,0.515,0,0,0,0,0,0,0
chaos,0.515,0,0,0.839,0,0.594,0,0
victimized,0.515,0,0.656,0.734,0,0.750,0.523,0
jerks,0.515,0,0,0,0,0,0,0
tussle,0.514,0,0,0,0,0,0,0
bane,0.511,0,0.453,0.356,0,0,0,0
accusation,0.510,0,0.523,0,0,0,0,0
enmity,0.510,0,0,0.547,0,0.406,0,0
repudiation,0.510,0,0.539,0,0,0,0,0
banish,0.509,0,0.500,0.688,0,0.697,0,0
disfigured,0.508,0,0.719,0.625,0,0.703,0,0
storm,0.507,0,0,0,0,0,0,0
crazy,0.500,0,0,0.519,0,0.368,0,0
hammering,0.500,0,0,0,0,0,0,0
defy,0.500,0,0,0.344,0,0.312,0.602,0
antithesis,0.500,0,0,0,0,0,0,0
scoff,0.500,0,0.375,0,0,0,0,0
anguish,0.500,0,0,0.703,0,0.902,0,0
confined,0.500,0,0.320,0.578,0,0.531,0,0
fear,0.500,0,0,0.828,0,0,0,0
bout,0.500,0,0,0,0,0,0,0
unruly,0.500,0,0.398,0.281,0,0,0,0
delusional,0.500,0,0,0.250,0,0,0,0
obstruct,0.500,0,0,0.438,0,0,0,0
possessed,0.500,0,0.484,0.594,0,0,0,0
injustice,0.500,0,0,0,0,0,0,0
fervor,0.500,0,0,0,0.295,0,0,0
spear,0.500,0.367,0,0.468,0,0,0,0
derision,0.500,0,0.500,0,0,0,0,0
intractable,0.500,0,0,0,0,0,0,0
reject,0.500,0,0,0.391,0,0.547,0,0.227
dominate,0.500,0,0,0.438,0,0,0,0
ordeal,0.500,0,0,0,0,0,0.453,0
banished,0.500,0,0,0.562,0,0.688,0,0
rejects,0.500,0,0,0.359,0,0.438,0,0
shun,0.500,0,0.438,0,0,0.547,0,0
brunt,0.500,0,0,0,0,0,0,0
derogation,0.500,0,0.523,0.547,0,0.491,0,0
frenzied,0.500,0,0,0.531,0,0,0,0
animus,0.500,0,0,0,0,0,0,0
suppression,0.500,0,0.477,0.500,0,0,0,0
malpractice,0.500,0,0,0,0,0,0,0
brazen,0.500,0,0,0,0,0,0,0
foaming,0.500,0,0,0,0,0,0,0
disrupting,0.500,0,0,0,0,0,0,0
nobodycares,0.500,0,0,0,0,0,0,0
patronising,0.500,0,0,0,0,0,0,0
getoveryourself,0.495,0,0,0,0,0,0,0
toughness,0.492,0,0,0.400,0,0,0,0.430
stupidpeople,0.492,0,0,0,0,0,0,0
madness,0.491,0,0,0.675,0,0,0,0
sinful,0.491,0,0.633,0.500,0,0.641,0,0
avarice,0.490,0,0.523,0,0,0,0,0
oppress,0.490,0,0.570,0.516,0,0.664,0,0
cutting,0.485,0,0.352,0.484,0,0.422,0,0
anathema,0.485,0,0.547,0.422,0,0.562,0,0
annoyed,0.485,0,0,0,0,0,0,0
dissident,0.485,0,0,0.422,0,0,0,0
demand,0.485,0,0,0,0,0,0,0
usurp,0.485,0,0,0,0,0,0,0
claw,0.485,0,0,0.406,0,0,0,0
alienate,0.485,0,0.453,0,0,0,0,0
infraction,0.485,0,0,0,0,0,0,0
avenger,0.485,0,0,0,0,0,0,0
revoke,0.485,0,0.367,0.469,0,0.281,0,0
smuggler,0.485,0,0.531,0.625,0,0,0,0
abolish,0.485,0,0,0,0,0,0,0
fricking,0.485,0,0,0,0,0,0,0
stayaway,0.485,0,0,0,0,0,0,0
pervert,0.485,0,0.820,0,0,0,0,0
disservice,0.485,0,0.320,0,0,0.258,0,0
disobedient,0.485,0,0,0,0,0,0,0
incest,0.485,0,0.914,0.571,0,0.750,0,0
complaint,0.485,0,0,0,0,0,0,0
disapproved,0.485,0,0,0,0,0.438,0,0
inhuman,0.485,0,0.672,0.625,0,0.703,0,0
mocking,0.484,0,0.469,0,0,0.363,0,0
penalty,0.484,0,0,0.453,0,0.469,0,0
renounce,0.484,0,0,0,0,0,0,0
restrain,0.484,0,0,0.453,0,0,0,0
upheaval,0.484,0,0,0.703,0,0.453,0,0
deceit,0.484,0,0.617,0.594,0,0.562,0.586,0
obnoxious,0.484,0,0.438,0,0,0.406,0,0
imprisoned,0.484,0,0.539,0.811,0,0.688,0,0
strained,0.484,0,0,0,0,0,0,0
blame,0.484,0,0.375,0,0,0,0,0
oust,0.484,0,0,0,0,0.375,0,0
litigious,0.484,0,0.414,0,0,0,0,0
rivalry,0.484,0,0,0,0,0,0,0
sucker,0.484,0,0,0,0,0,0,0
opposed,0.484,0,0,0.344,0,0,0,0
thresh,0.484,0,0,0.469,0,0.312,0,0
disgrace,0.484,0,0.539,0,0,0.812,0,0
suspicious,0.484,0.547,0,0,0,0,0,0
turbulence,0.483,0,0,0.562,0.045,0,0,0
pound,0.481,0,0,0,0,0,0,0
coldness,0.477,0,0.266,0.375,0,0.391,0,0
ungrateful,0.472,0,0.406,0,0,0,0,0
stoopid,0.471,0,0,0,0,0,0,0
battalion,0.471,0,0,0,0,0,0,0
feudalism,0.470,0,0,0,0,0.406,0,0
hostage,0.470,0,0,0.734,0,0,0,0
annoying,0.470,0,0,0,0,0,0,0
dispossessed,0.470,0,0,0.578,0,0.531,0,0
subversion,0.470,0,0,0.469,0,0,0,0
friction,0.470,0,0,0,0,0,0,0
jealous,0.470,0,0.539,0,0,0,0,0
adversity,0.470,0,0,0.418,0,0.484,0,0
infidel,0.470,0,0.602,0.594,0,0,0,0
gall,0.470,0,0.305,0,0,0,0,0
accuser,0.470,0,0,0.438,0,0,0,0
ram,0.470,0.383,0,0,0,0,0,0
armament,0.470,0,0,0.656,0,0,0,0
thump,0.469,0,0,0,0,0,0,0
dislike,0.469,0,0.406,0,0,0,0,0
steal,0.469,0,0,0.422,0,0.656,0,0
backoff,0.469,0,0,0,0,0,0,0
stifled,0.469,0,0,0.391,0,0.516,0,0
incite,0.469,0.547,0,0.516,0,0,0,0
distress,0.469,0,0.508,0.656,0,0.594,0.625,0
angermanagement,0.469,0,0,0,0,0,0,0
selfish,0.469,0,0.453,0,0,0,0,0
injury,0.469,0,0,0.672,0,0.562,0,0
exile,0.469,0,0,0.516,0,0.742,0,0
insanity,0.469,0,0.562,0.547,0,0.688,0,0
offense,0.469,0,0.500,0.422,0,0.484,0,0
objection,0.469,0,0,0,0,0,0,0
smother,0.469,0,0,0,0,0,0,0
disruption,0.469,0,0,0.453,0,0,0.648,0
intolerance,0.469,0,0.523,0.516,0,0,0,0
disobey,0.469,0,0.414,0,0,0,0,0
selfishness,0.469,0,0,0,0,0,0,0
recidivism,0.469,0,0.406,0,0,0.469,0,0
subversive,0.469,0,0,0,0,0,0.477,0
huff,0.469,0,0.273,0,0,0,0,0
plunder,0.469,0,0.461,0.516,0,0.461,0.633,0
opposition,0.469,0,0,0,0,0,0,0
complain,0.469,0,0,0,0,0.509,0,0
perpetrator,0.469,0,0.633,0.560,0,0.359,0,0
simmer,0.469,0.398,0,0,0,0,0,0
areyoukidding,0.468,0,0,0,0,0,0,0
mug,0.467,0,0,0.359,0,0.141,0,0
agony,0.465,0,0,0.750,0,0.900,0,0
arrogant,0.461,0,0.469,0,0,0,0,0
sux,0.456,0,0,0,0,0,0,0
vent,0.456,0,0,0,0,0,0,0
elimination,0.456,0,0.453,0.588,0,0.516,0,0
picketing,0.456,0,0,0,0,0,0,0
haughty,0.456,0,0,0,0,0,0,0
grated,0.455,0,0,0,0,0,0,0
flagrant,0.455,0,0.500,0,0,0,0,0
busted,0.455,0,0,0.516,0,0,0,0
crabby,0.455,0,0,0,0,0,0,0
dying,0.455,0,0.617,0.948,0,0.875,0,0
idiocy,0.455,0,0.508,0,0,0.359,0,0
impermeable,0.455,0,0,0.438,0,0,0,0
stubbed,0.455,0,0,0,0,0,0,0
illegality,0.455,0,0.477,0.469,0,0,0,0
veto,0.455,0,0,0,0,0,0,0
constraint,0.455,0,0,0.500,0,0.288,0,0
mislead,0.455,0,0,0.297,0,0.297,0,0.180
illicit,0.455,0,0.602,0.453,0,0,0,0
troublesome,0.455,0,0,0.516,0,0,0,0
clamor,0.455,0.578,0.156,0,0,0,0.680,0
bayonet,0.453,0,0,0.422,0,0,0,0
suppress,0.453,0,0,0.500,0,0.297,0,0
intense,0.453,0,0.219,0.279,0.242,0,0.617,0.398
displeased,0.453,0,0.352,0.273,0,0.516,0,0
disapproving,0.453,0,0.320,0,0,0.438,0,0
hysterical,0.453,0,0,0.703,0,0,0,0
struggle,0.453,0,0,0.719,0,0.379,0,0
godless,0.453,0,0,0,0,0,0,0
desist,0.453,0,0.281,0,0,0,0,0
usurped,0.453,0,0,0.422,0,0,0,0
despotism,0.453,0,0.703,0.609,0,0.453,0,0
disagreeing,0.453,0,0,0,0,0.333,0,0
bad,0.453,0,0.391,0.375,0,0.422,0,0
unlawful,0.451,0,0.406,0.519,0,0.455,0,0
wrongly,0.448,0,0,0.328,0,0.453,0,0
repellent,0.442,0,0.469,0.391,0,0,0,0
dishonor,0.441,0,0.516,0.484,0,0.625,0,0
psychosis,0.441,0,0,0.703,0,0.638,0,0
wasted,0.441,0,0.445,0,0,0,0,0
wrongful,0.441,0,0.352,0,0,0.484,0,0
foe,0.441,0,0,0.594,0,0,0,0
aversion,0.440,0,0.438,0.283,0,0,0,0
gahhh,0.439,0,0,0,0,0,0,0
knuckles,0.439,0,0,0,0,0,0,0
ultimatum,0.439,0,0,0.422,0,0,0,0
schism,0.439,0,0,0,0,0,0,0
upset,0.439,0,0,0,0,0.562,0,0
effigy,0.439,0,0,0,0,0,0,0
punitive,0.439,0,0,0.425,0,0.562,0,0
worthless,0.438,0,0.508,0,0,0.609,0,0
separatist,0.438,0,0.430,0,0,0,0,0
ransom,0.438,0,0,0.644,0,0,0,0
deny,0.438,0,0,0,0,0,0,0.180
fugitive,0.438,0,0.383,0.703,0,0.438,0,0.141
mucked,0.438,0,0,0,0,0,0,0
abandonment,0.438,0,0,0.609,0,0.859,0.523,0
irritation,0.438,0,0.375,0,0,0.470,0,0
deleterious,0.438,0,0.547,0.422,0,0,0,0
stupidity,0.438,0,0,0,0,0,0,0
segregate,0.437,0,0.555,0,0,0.469,0,0
oblivion,0.437,0,0,0.609,0,0,0,0
payback,0.436,0,0,0,0,0,0,0
incongruous,0.435,0,0,0,0,0,0,0
eviction,0.435,0,0.383,0.596,0,0.594,0,0
collusion,0.432,0,0.555,0.312,0,0.469,0,0
rob,0.431,0,0.516,0.609,0,0.491,0,0
ravenous,0.429,0,0,0.484,0,0.391,0,0
overrun,0.429,0,0,0,0,0,0,0
infidelity,0.429,0,0.539,0.469,0,0.688,0,0
harbinger,0.426,0.531,0,0.531,0,0,0,0
painful,0.426,0,0.531,0.844,0,0.750,0,0
getoverit,0.426,0,0,0,0,0,0,0
martial,0.426,0,0,0,0,0,0,0
rejection,0.426,0,0.508,0.533,0,0.562,0,0.273
incredulous,0.426,0,0.430,0,0,0,0,0
stupidrain,0.426,0,0,0,0,0,0,0
defense,0.425,0.492,0,0.258,0,0,0,0
enforce,0.424,0,0,0.516,0,0,0,0
commotion,0.424,0,0,0,0,0,0,0
censor,0.424,0,0.352,0.149,0,0,0,0.211
gonorrhea,0.424,0,0.906,0.547,0,0.500,0,0
fraudulent,0.424,0,0.461,0,0,0,0,0
unsympathetic,0.424,0,0,0,0,0,0,0
fallacious,0.424,0,0,0,0,0,0,0
greed,0.424,0,0.500,0,0,0,0,0
defraud,0.424,0,0.516,0,0,0,0,0
banger,0.424,0.383,0,0.266,0,0,0.531,0
concealment,0.424,0.445,0,0.391,0,0,0,0
fuss,0.424,0,0,0,0,0.359,0,0
exasperation,0.424,0,0.328,0,0,0,0,0
disobedience,0.424,0,0.359,0,0,0,0,0
powerful,0.424,0.477,0.102,0.312,0.516,0,0,0.523
discontent,0.424,0,0.336,0.234,0,0.543,0,0
indecency,0.424,0,0.641,0,0,0,0,0
sedition,0.422,0,0,0,0,0.469,0,0
deportation,0.422,0,0,0.517,0,0.594,0,0
cracked,0.422,0,0,0.484,0,0,0,0
bang,0.422,0,0.305,0.652,0,0.250,0.836,0
barb,0.422,0,0,0,0,0,0,0
duel,0.422,0.484,0,0.562,0,0,0,0
sarcasm,0.422,0,0.258,0,0,0.181,0,0
cur,0.422,0,0.453,0.359,0,0,0,0
misrepresented,0.422,0,0,0,0,0,0,0
annoyance,0.422,0,0.320,0,0,0,0,0
scar,0.422,0,0.461,0.406,0,0.375,0,0
nettle,0.422,0,0.289,0,0,0,0,0
banishment,0.422,0,0.469,0,0,0.790,0,0
snubbed,0.422,0,0,0,0,0,0,0
penitentiary,0.422,0,0,0,0,0,0,0
penetration,0.422,0,0,0.531,0,0,0,0
blatant,0.420,0,0.367,0,0,0,0,0
force,0.418,0,0,0.266,0,0,0,0
perverse,0.415,0,0.805,0.438,0,0,0,0
wring,0.415,0,0,0,0,0,0,0
bastion,0.413,0,0,0,0,0,0,0
grim,0.413,0.312,0.516,0.672,0,0.708,0,0
moody,0.412,0,0,0,0,0.469,0,0
tiff,0.412,0,0,0,0,0,0,0
nothappy,0.412,0,0,0,0,0,0,0
surly,0.412,0,0.383,0,0,0,0,0
sordid,0.412,0,0.562,0.425,0,0.578,0,0
hunting,0.411,0.539,0,0.500,0.109,0,0,0
indenture,0.410,0,0,0,0,0,0,0
forfeit,0.409,0,0,0,0,0.344,0,0
areyoukiddingme,0.409,0,0,0,0,0,0,0
reproach,0.409,0,0.320,0,0,0.391,0,0
sham,0.409,0,0.509,0,0,0,0,0
awful,0.409,0,0.562,0.672,0,0.641,0,0
compulsion,0.409,0,0,0,0,0,0,0
implicate,0.409,0,0,0,0,0,0,0
contradict,0.409,0,0,0,0,0,0,0
inept,0.409,0,0.352,0,0,0,0,0
supremacy,0.409,0.453,0,0.328,0.242,0,0.391,0.422
sneak,0.409,0,0,0.266,0,0,0.656,0
disappoint,0.409,0,0.383,0,0,0.609,0,0
blockade,0.409,0,0,0.582,0,0.234,0,0
detainee,0.409,0.414,0,0.516,0,0.438,0,0
cantwin,0.409,0,0,0,0,0,0,0
squelch,0.409,0,0.367,0,0,0,0,0
lying,0.408,0,0.531,0,0,0,0,0
rail,0.406,0.234,0,0,0,0,0,0
forsaken,0.406,0,0,0,0,0.719,0,0
cacophony,0.406,0,0.328,0,0,0,0,0
antipathy,0.406,0,0.453,0,0,0,0,0
wop,0.406,0,0,0,0,0,0,0
badger,0.406,0,0,0,0,0,0,0
tremor,0.406,0.484,0,0.594,0,0.359,0,0
inequality,0.406,0,0,0.234,0,0.641,0,0
delusion,0.406,0,0,0.422,0,0.516,0,0
unthinkable,0.406,0,0.453,0.516,0,0,0,0
onerous,0.406,0,0,0,0,0.223,0,0
wrongdoing,0.406,0,0.406,0,0,0.422,0,0
nuisance,0.406,0,0,0,0,0,0,0
scrapie,0.406,0,0,0.469,0,0.281,0,0
epidemic,0.406,0.445,0.594,0.776,0,0.688,0.648,0
arguments,0.404,0,0,0,0,0,0,0
affront,0.403,0,0.422,0.266,0,0.359,0.531,0
traumatic,0.402,0,0,0.844,0,0.859,0,0
sodding,0.400,0,0,0,0,0,0,0
libel,0.400,0,0,0.348,0,0,0,0.219
annoys,0.400,0,0,0,0,0,0,0
soslow,0.398,0,0,0,0,0,0,0
watchout,0.398,0,0,0,0,0,0,0
frenetic,0.397,0,0,0.500,0,0,0.734,0
remiss,0.397,0,0.281,0,0,0.266,0,0
barge,0.396,0,0,0,0,0,0,0
sue,0.394,0,0,0,0,0.318,0,0
keyed,0.394,0,0,0,0,0,0,0
actionable,0.394,0,0.211,0,0,0,0,0
extinguish,0.394,0,0,0,0,0,0,0
fraud,0.394,0,0,0,0,0,0,0
untoward,0.394,0,0.352,0,0,0,0,0
illegal,0.394,0,0.430,0.500,0,0.469,0,0
nag,0.394,0,0,0,0,0,0,0
boxing,0.394,0,0,0,0,0,0,0
confiscate,0.394,0,0,0,0,0.453,0,0
howl,0.394,0,0.195,0.453,0,0.500,0.516,0
whatsthepoint,0.394,0,0,0,0,0,0,0
rabble,0.394,0,0,0.484,0,0,0,0
unfriendly,0.394,0,0.305,0.281,0,0.516,0,0
disrespect,0.394,0,0,0,0,0,0,0
dangit,0.394,0,0,0,0,0,0,0
brimstone,0.392,0,0,0.391,0,0,0,0
dissolution,0.391,0,0,0.375,0,0.480,0.336,0
rigged,0.391,0,0,0,0,0,0,0
grrrrr,0.391,0,0,0,0,0,0,0
earthquake,0.391,0,0,0.812,0,0.734,0.812,0
argh,0.391,0,0,0,0,0,0,0
pique,0.391,0,0,0,0,0,0,0
recklessness,0.391,0,0.461,0.406,0,0,0.680,0
disagree,0.389,0,0,0,0,0,0,0
lawsuit,0.386,0,0.336,0.562,0,0.344,0.430,0
disused,0.382,0,0,0,0,0,0,0
despair,0.382,0,0.445,0.641,0,0.812,0,0
immorality,0.382,0,0.477,0,0,0,0,0
coerce,0.379,0,0.367,0.484,0,0,0,0
firstworldprobs,0.379,0,0,0,0,0,0,0
touchy,0.379,0,0,0,0,0.140,0,0
pokes,0.379,0,0,0,0,0,0,0
falsification,0.379,0,0,0,0,0,0,0
rifle,0.379,0,0,0.453,0,0,0,0
sizzle,0.379,0,0,0,0,0,0,0
incurable,0.379,0,0.508,0.797,0,0.703,0,0
difficulty,0.379,0,0,0.234,0,0.500,0,0
sore,0.379,0,0,0,0,0.516,0,0
picket,0.378,0.273,0,0.250,0,0,0,0
concussion,0.377,0,0,0,0,0.545,0,0
stuckup,0.375,0,0,0,0,0,0,0
militia,0.375,0,0,0.672,0,0.344,0,0
rawr,0.375,0,0,0,0,0,0,0
faulty,0.375,0,0,0,0,0,0,0
sly,0.375,0,0.328,0.156,0,0,0,0
disillusionment,0.375,0,0.367,0,0,0.547,0,0
petpeeve,0.375,0,0,0,0,0,0,0
pitfall,0.375,0,0.367,0.562,0,0.394,0.586,0
infantile,0.375,0,0.422,0,0,0,0,0
pessimism,0.375,0,0,0.359,0,0.576,0,0
remand,0.375,0,0,0,0,0,0,0
cannon,0.375,0,0,0.547,0,0,0,0
vindicate,0.371,0,0,0,0,0,0,0
inhibit,0.371,0,0.328,0,0,0.312,0,0
distressing,0.371,0,0,0.562,0,0,0,0
nepotism,0.371,0,0.484,0,0,0.328,0,0
schizophrenia,0.369,0,0.508,0.703,0,0.625,0,0
skewed,0.368,0.281,0,0,0,0,0,0
disreputable,0.368,0,0.492,0.453,0,0,0,0
forbidding,0.368,0,0,0.578,0,0,0,0
conquest,0.367,0,0,0.359,0,0,0,0
bark,0.365,0,0,0,0,0,0,0
leukemia,0.365,0,0,0.688,0,0.797,0,0
disapprove,0.364,0,0.344,0.380,0,0.453,0,0
warrior,0.364,0,0,0.484,0,0,0,0
barks,0.364,0,0,0,0,0,0,0
retarded,0.364,0,0,0,0,0,0,0
unhappy,0.364,0,0.211,0,0,0.750,0,0
burke,0.364,0,0.312,0.359,0,0.234,0,0
challenge,0.364,0,0,0.281,0,0,0,0
belt,0.364,0,0,0.266,0,0,0,0
litigate,0.359,0.500,0.352,0.312,0,0.344,0,0
paucity,0.359,0,0.398,0,0,0.438,0,0
opinionated,0.359,0,0,0,0,0,0,0
disliked,0.359,0,0.336,0,0,0.576,0,0
aftermath,0.359,0,0.281,0.469,0,0.500,0,0
restriction,0.359,0,0,0.484,0,0.438,0,0
cad,0.359,0,0.367,0,0,0,0,0
incompetence,0.359,0,0,0,0,0,0,0
loudness,0.359,0,0,0,0,0,0,0
broken,0.359,0,0,0.531,0,0.594,0,0
polemic,0.359,0,0.500,0,0,0,0,0
sectarian,0.359,0,0,0.359,0,0,0,0
controversial,0.359,0,0,0,0,0,0,0
interrupting,0.358,0,0,0,0,0,0,0
fussy,0.357,0,0.227,0,0,0,0,0
wench,0.353,0,0.617,0,0,0,0,0
remove,0.351,0,0,0.328,0,0.281,0,0
brat,0.351,0,0,0,0,0,0,0
gruff,0.351,0,0.258,0,0,0,0,0
misbehavior,0.351,0,0.352,0,0,0,0.500,0
scarcity,0.350,0,0,0.438,0,0.453,0,0
losing,0.349,0,0,0,0,0.594,0,0
stigma,0.348,0,0.453,0.455,0,0.438,0,0
